Gene stable ID	Transcript length (including UTRs and CDS)
WBGene00003712	1174
WBGene00003713	1351
WBGene00003714	1177
WBGene00003714	1204
WBGene00003715	1346
WBGene00003715	1344
WBGene00003716	1459
WBGene00003717	1859
WBGene00003717	1778
WBGene00003718	1431
WBGene00003718	1962
WBGene00003719	1368
WBGene00003720	1402
WBGene00003721	1562
WBGene00003721	801
WBGene00003722	1354
WBGene00003723	1304
WBGene00003724	1273
WBGene00003725	1222
WBGene00003726	1597
WBGene00003726	1621
WBGene00003727	1282
WBGene00003727	1591
WBGene00003727	891
WBGene00003728	1558
WBGene00003729	1926
WBGene00003729	1633
WBGene00003730	2054
WBGene00003731	2082
WBGene00003731	2134
WBGene00003731	2217
WBGene00003732	2966
WBGene00003732	2687
WBGene00003733	2360
WBGene00003733	2412
WBGene00003733	2510
WBGene00003733	2331
WBGene00003734	1645
WBGene00003734	2001
WBGene00003735	2822
WBGene00003735	2692
WBGene00003736	2417
WBGene00003736	2095
WBGene00003736	2009
WBGene00003738	4997
WBGene00003738	4830
WBGene00003738	4018
WBGene00003739	710
WBGene00003740	709
WBGene00003741	519
WBGene00003742	639
WBGene00003743	523
WBGene00003743	516
WBGene00003744	577
WBGene00003744	639
WBGene00003744	1257
WBGene00003745	605
WBGene00003745	489
WBGene00003746	842
WBGene00003747	712
WBGene00003747	707
WBGene00003748	636
WBGene00003749	639
WBGene00003750	440
WBGene00003751	747
WBGene00003752	1024
WBGene00003753	743
WBGene00003754	1246
WBGene00003754	1275
WBGene00003755	434
WBGene00003756	527
WBGene00003757	419
WBGene00003758	477
WBGene00003759	677
WBGene00003759	789
WBGene00003760	334
WBGene00003761	502
WBGene00003762	377
WBGene00003763	1668
WBGene00003764	390
WBGene00003765	316
WBGene00003766	335
WBGene00003767	354
WBGene00003768	714
WBGene00003769	451
WBGene00003770	387
WBGene00003771	344
WBGene00003772	3692
WBGene00003773	467
WBGene00003774	3157
WBGene00003775	3068
WBGene00003775	1290
WBGene00003776	6419
WBGene00003776	6398
WBGene00003777	6494
WBGene00003778	3241
WBGene00003779	1096
WBGene00003779	279
WBGene00003783	1223
WBGene00003784	1242
WBGene00003785	3233
WBGene00003785	3227
WBGene00003785	3412
WBGene00003785	3248
WBGene00003785	2265
WBGene00003786	4533
WBGene00003786	4631
WBGene00003786	4432
WBGene00003786	4348
WBGene00003786	4365
WBGene00003786	4404
WBGene00003786	4315
WBGene00003786	4336
WBGene00003786	1755
WBGene00003787	2963
WBGene00003787	2021
WBGene00003787	2295
WBGene00003788	1904
WBGene00003789	5443
WBGene00003790	1807
WBGene00003791	2604
WBGene00003792	4758
WBGene00003792	4752
WBGene00003792	4779
WBGene00003793	4468
WBGene00003794	1416
WBGene00003794	4435
WBGene00003794	1131
WBGene00003795	2943
WBGene00003795	2968
WBGene00003795	3015
WBGene00003796	3155
WBGene00003796	5377
WBGene00003796	3161
WBGene00003797	2595
WBGene00003798	5929
WBGene00003799	2539
WBGene00003799	1968
WBGene00003800	4342
WBGene00003801	3629
WBGene00003802	1618
WBGene00003803	1453
WBGene00003803	1781
WBGene00003804	1303
WBGene00003805	1380
WBGene00003805	1390
WBGene00003806	1142
WBGene00003806	852
WBGene00003807	1497
WBGene00003808	1595
WBGene00003808	1475
WBGene00003808	1395
WBGene00003808	1239
WBGene00003812	1740
WBGene00003813	2574
WBGene00003815	1803
WBGene00003816	2132
WBGene00003818	2804
WBGene00003818	2277
WBGene00003821	1811
WBGene00003822	5061
WBGene00003822	4832
WBGene00003825	1598
WBGene00003825	1345
WBGene00003825	1469
WBGene00003825	1618
WBGene00003825	1680
WBGene00003825	1922
WBGene00003825	1540
WBGene00003825	1362
WBGene00003825	1389
WBGene00003825	1296
WBGene00003825	1313
WBGene00003825	1077
WBGene00003826	2567
WBGene00003826	597
WBGene00003827	3354
WBGene00003827	3355
WBGene00003827	3390
WBGene00003827	3360
WBGene00003828	1249
WBGene00003829	1035
WBGene00003830	2177
WBGene00003830	3158
WBGene00003830	1650
WBGene00003830	2049
WBGene00003830	1608
WBGene00003831	1605
WBGene00003834	2804
WBGene00003835	1481
WBGene00003836	529
WBGene00003836	565
WBGene00003837	1685
WBGene00003838	2689
WBGene00003838	84
WBGene00003839	2871
WBGene00003839	1431
WBGene00003840	2537
WBGene00003841	2390
WBGene00003842	1897
WBGene00003842	1833
WBGene00003843	2385
WBGene00003843	1587
WBGene00003844	1580
WBGene00003845	1197
WBGene00003846	1075
WBGene00003847	3438
WBGene00003847	3389
WBGene00003848	3403
WBGene00003849	1226
WBGene00003849	871
WBGene00003849	902
WBGene00003850	1632
WBGene00003851	1533
WBGene00003851	1433
WBGene00003851	1427
WBGene00003851	1659
WBGene00003851	1952
WBGene00003851	1422
WBGene00003854	1482
WBGene00003856	1111
WBGene00003858	4110
WBGene00003858	2922
WBGene00003859	500
WBGene00003860	374
WBGene00003861	512
WBGene00003862	1730
WBGene00003863	1497
WBGene00003864	1801
WBGene00003865	1546
WBGene00003868	1659
WBGene00003868	1569
WBGene00003870	1203
WBGene00003870	1233
WBGene00003876	2526
WBGene00003877	2795
WBGene00003878	2441
WBGene00003879	779
WBGene00003882	1665
WBGene00003883	6024
WBGene00003884	2200
WBGene00003884	2791
WBGene00003884	2346
WBGene00003884	2100
WBGene00003885	2605
WBGene00003886	1508
WBGene00003887	2101
WBGene00003887	1686
WBGene00003888	1167
WBGene00003889	2875
WBGene00003890	1658
WBGene00003890	1542
WBGene00003891	1176
WBGene00003891	1173
WBGene00003892	2337
WBGene00003893	1153
WBGene00003893	534
WBGene00003898	3310
WBGene00003901	2159
WBGene00003902	2131
WBGene00003902	2339
WBGene00003902	2229
WBGene00003903	3026
WBGene00003903	3230
WBGene00003903	3999
WBGene00003903	2681
WBGene00003904	979
WBGene00003905	7731
WBGene00003906	1335
WBGene00003906	1294
WBGene00003907	1274
WBGene00003907	1473
WBGene00003907	649
WBGene00003909	1586
WBGene00003911	2314
WBGene00003911	2304
WBGene00003911	1572
WBGene00003912	1317
WBGene00003912	1451
WBGene00003912	1424
WBGene00003912	1321
WBGene00003912	1192
WBGene00003914	2812
WBGene00003914	3008
WBGene00003914	2967
WBGene00003914	2847
WBGene00003915	1262
WBGene00003915	2197
WBGene00003915	279
WBGene00003916	4347
WBGene00003916	4070
WBGene00003916	3189
WBGene00003916	3651
WBGene00003916	4673
WBGene00003916	4594
WBGene00003916	3174
WBGene00003916	3441
WBGene00003916	3207
WBGene00003916	3880
WBGene00003916	3312
WBGene00003916	3126
WBGene00003916	2118
WBGene00003916	690
WBGene00003916	4366
WBGene00003916	1785
WBGene00003916	4091
WBGene00003916	5149
WBGene00003917	999
WBGene00003917	2038
WBGene00003917	228
WBGene00003918	4900
WBGene00003918	4909
WBGene00003918	4894
WBGene00003918	4844
WBGene00003918	4706
WBGene00003918	4522
WBGene00003918	4707
WBGene00003918	4692
WBGene00003918	4519
WBGene00003918	3903
WBGene00003918	5010
WBGene00003918	5019
WBGene00003918	4690
WBGene00003918	3993
WBGene00003918	4317
WBGene00003918	3756
WBGene00003919	1854
WBGene00003919	1431
WBGene00003919	1842
WBGene00003920	1106
WBGene00003920	1150
WBGene00003920	1252
WBGene00003920	1214
WBGene00003920	381
WBGene00003921	1410
WBGene00003921	1336
WBGene00003921	570
WBGene00003922	946
WBGene00003923	842
WBGene00003924	893
WBGene00003925	883
WBGene00003926	855
WBGene00003927	989
WBGene00003928	979
WBGene00003929	3972
WBGene00003930	2848
WBGene00003931	1597
WBGene00003932	1259
WBGene00003933	2080
WBGene00003933	2075
WBGene00003933	1323
WBGene00003933	1317
WBGene00003934	674
WBGene00003934	855
WBGene00003934	847
WBGene00003934	830
WBGene00003934	813
WBGene00003934	835
WBGene00003936	2424
WBGene00003936	2244
WBGene00003936	2121
WBGene00003936	5130
WBGene00003936	5135
WBGene00003936	4182
WBGene00003936	4041
WBGene00003936	3369
WBGene00003936	3438
WBGene00003936	3299
WBGene00003936	3659
WBGene00003936	2426
WBGene00003936	2342
WBGene00003936	1373
WBGene00003936	1736
WBGene00003936	2608
WBGene00003936	2434
WBGene00003936	2408
WBGene00003936	66
WBGene00003937	884
WBGene00003938	1748
WBGene00003938	870
WBGene00003939	1625
WBGene00003941	697
WBGene00003943	2526
WBGene00003947	822
WBGene00003948	1007
WBGene00003949	848
WBGene00003950	801
WBGene00003951	1059
WBGene00003952	878
WBGene00003953	878
WBGene00003954	1366
WBGene00003954	920
WBGene00003955	991
WBGene00003956	1773
WBGene00003957	3556
WBGene00003958	3363
WBGene00003959	3169
WBGene00003959	3204
WBGene00003960	1823
WBGene00003960	1257
WBGene00003961	2244
WBGene00003961	2198
WBGene00003961	2468
WBGene00003962	1577
WBGene00003963	1898
WBGene00003963	1762
WBGene00003964	1702
WBGene00003964	1699
WBGene00003965	2402
WBGene00003965	2422
WBGene00003966	639
WBGene00003967	1266
WBGene00003967	1183
WBGene00003967	1176
WBGene00003967	975
WBGene00003968	2174
WBGene00003968	819
WBGene00003968	1332
WBGene00003969	2363
WBGene00003969	2172
WBGene00003969	2404
WBGene00003969	1996
WBGene00003970	3709
WBGene00003975	483
WBGene00003976	938
WBGene00003976	687
WBGene00003977	996
WBGene00003978	1498
WBGene00003978	2044
WBGene00003979	1541
WBGene00003979	1293
WBGene00003979	1442
WBGene00003980	4281
WBGene00003981	1674
WBGene00003981	1678
WBGene00003982	1541
WBGene00003983	1456
WBGene00003986	2799
WBGene00003986	2717
WBGene00003986	2936
WBGene00003986	3641
WBGene00003987	1657
WBGene00003989	701
WBGene00003990	774
WBGene00003991	521
WBGene00003992	2383
WBGene00003992	2423
WBGene00003992	2316
WBGene00003993	1716
WBGene00003993	2006
WBGene00003994	2272
WBGene00003994	2285
WBGene00003995	4092
WBGene00003996	4164
WBGene00003996	3891
WBGene00003996	4323
WBGene00003996	4331
WBGene00003997	3900
WBGene00003998	4081
WBGene00003998	3917
WBGene00003998	3918
WBGene00003999	3991
WBGene00003999	3483
WBGene00004000	3984
WBGene00004000	3615
WBGene00004000	3774
WBGene00004001	3459
WBGene00004002	3959
WBGene00004003	3991
WBGene00004004	4284
WBGene00004005	3980
WBGene00004005	3930
WBGene00004006	4137
WBGene00004007	4319
WBGene00004008	4293
WBGene00004010	2171
WBGene00004010	2092
WBGene00004011	1109
WBGene00004013	2158
WBGene00004013	1329
WBGene00004013	1874
WBGene00004014	1078
WBGene00004015	1134
WBGene00004016	1088
WBGene00004017	861
WBGene00004020	1511
WBGene00004023	1418
WBGene00004024	1270
WBGene00004025	1736
WBGene00004026	1090
WBGene00004026	1039
WBGene00004027	1116
WBGene00004027	375
WBGene00004028	2324
WBGene00004028	1185
WBGene00004028	1716
WBGene00004028	243
WBGene00004029	2329
WBGene00004029	2407
WBGene00004029	1338
WBGene00004030	1135
WBGene00004030	171
WBGene00004031	3391
WBGene00004031	3391
WBGene00004032	3217
WBGene00004032	3394
WBGene00004032	3365
WBGene00004032	3006
WBGene00004032	2292
WBGene00004033	2389
WBGene00004033	2930
WBGene00004033	2302
WBGene00004033	2587
WBGene00004033	2727
WBGene00004033	2184
WBGene00004034	2332
WBGene00004035	2299
WBGene00004036	5938
WBGene00004036	5909
WBGene00004036	5901
WBGene00004036	10656
WBGene00004036	5637
WBGene00004036	5829
WBGene00004036	10485
WBGene00004036	10515
WBGene00004036	10635
WBGene00004036	10464
WBGene00004036	10665
WBGene00004036	10494
WBGene00004037	2896
WBGene00004038	4427
WBGene00004039	2416
WBGene00004040	4713
WBGene00004041	654
WBGene00004042	2289
WBGene00004043	2177
WBGene00004044	2051
WBGene00004045	3352
WBGene00004045	3314
WBGene00004046	973
WBGene00004047	6524
WBGene00004047	6554
WBGene00004047	5304
WBGene00004047	5271
WBGene00004047	3525
WBGene00004047	3558
WBGene00004048	5538
WBGene00004049	2984
WBGene00004049	3101
WBGene00004049	267
WBGene00004049	774
WBGene00004049	1047
WBGene00004050	1861
WBGene00004050	1857
WBGene00004051	2616
WBGene00004051	2568
WBGene00004051	1878
WBGene00004051	2118
WBGene00004051	1815
WBGene00004051	2622
WBGene00004051	2555
WBGene00004051	2613
WBGene00004051	2628
WBGene00004052	1790
WBGene00004053	6958
WBGene00004053	6856
WBGene00004055	1671
WBGene00004056	1537
WBGene00004056	1511
WBGene00004056	600
WBGene00004056	585
WBGene00004057	1860
WBGene00004057	1781
WBGene00004057	1783
WBGene00004057	903
WBGene00004058	2086
WBGene00004059	2162
WBGene00004060	2586
WBGene00004060	2656
WBGene00004061	2334
WBGene00004062	1870
WBGene00004062	2351
WBGene00004063	3263
WBGene00004063	3303
WBGene00004063	3393
WBGene00004063	2192
WBGene00004063	2937
WBGene00004064	2561
WBGene00004064	3203
WBGene00004068	1578
WBGene00004068	1486
WBGene00004068	1455
WBGene00004068	1553
WBGene00004075	3671
WBGene00004075	3803
WBGene00004075	4028
WBGene00004075	3957
WBGene00004075	3911
WBGene00004075	4390
WBGene00004076	6840
WBGene00004076	6517
WBGene00004076	6674
WBGene00004076	6461
WBGene00004076	2442
WBGene00004076	6498
WBGene00004077	2560
WBGene00004078	1117
WBGene00004083	1493
WBGene00004084	1423
WBGene00004085	1250
WBGene00004086	1279
WBGene00004087	2403
WBGene00004087	2550
WBGene00004087	2834
WBGene00004088	1560
WBGene00004089	4849
WBGene00004089	4816
WBGene00004090	1320
WBGene00004091	2116
WBGene00004091	2116
WBGene00004092	1012
WBGene00004093	2798
WBGene00004093	2536
WBGene00004093	2877
WBGene00004093	2866
WBGene00004093	2855
WBGene00004093	2890
WBGene00004093	2861
WBGene00004093	2933
WBGene00004093	2261
WBGene00004094	3260
WBGene00004095	5531
WBGene00004095	5541
WBGene00004095	5579
WBGene00004095	5599
WBGene00004095	5338
WBGene00004095	2391
WBGene00004095	1330
WBGene00004095	2397
WBGene00004096	1087
WBGene00004098	1401
WBGene00004099	1259
WBGene00004100	1294
WBGene00004101	2493
WBGene00004101	2595
WBGene00004101	2680
WBGene00004102	846
WBGene00004104	2135
WBGene00004104	2422
WBGene00004105	1999
WBGene00004105	1991
WBGene00004105	2002
WBGene00004105	1690
WBGene00004105	1985
WBGene00004105	1383
WBGene00004106	6742
WBGene00004107	987
WBGene00004107	846
WBGene00004108	2317
WBGene00004108	2256
WBGene00004108	975
WBGene00004108	1599
WBGene00004108	447
WBGene00004109	1587
WBGene00004109	1601
WBGene00004109	1212
WBGene00004110	4645
WBGene00004111	3155
WBGene00004111	2965
WBGene00004111	1950
WBGene00004111	1503
WBGene00004112	3784
WBGene00004112	1848
WBGene00004112	3052
WBGene00004112	1791
WBGene00004112	1858
WBGene00004112	1521
WBGene00004112	3243
WBGene00004112	3492
WBGene00004112	3255
WBGene00004112	3189
WBGene00004112	3372
WBGene00004112	3048
WBGene00004112	3108
WBGene00004112	3033
WBGene00004112	3441
WBGene00004112	3501
WBGene00004112	3446
WBGene00004112	3360
WBGene00004112	3303
WBGene00004112	3096
WBGene00004113	997
WBGene00004114	2110
WBGene00004115	2258
WBGene00004116	2239
WBGene00004116	1416
WBGene00004116	1122
WBGene00004117	4720
WBGene00004117	4699
WBGene00004118	1733
WBGene00004119	1227
WBGene00004119	1215
WBGene00004120	1959
WBGene00004120	1953
WBGene00004121	3800
WBGene00004121	3788
WBGene00004121	1161
WBGene00004121	1794
WBGene00004122	1745
WBGene00004122	1817
WBGene00004122	1817
WBGene00004122	1536
WBGene00004123	3268
WBGene00004123	3225
WBGene00004123	2775
WBGene00004123	2414
WBGene00004123	2369
WBGene00004123	2244
WBGene00004123	2253
WBGene00004123	2473
WBGene00004124	1885
WBGene00004125	1484
WBGene00004126	2389
WBGene00004127	2583
WBGene00004127	2870
WBGene00004127	2502
WBGene00004128	6293
WBGene00004128	6389
WBGene00004128	4437
WBGene00004128	3523
WBGene00004128	3201
WBGene00004128	3131
WBGene00004129	1678
WBGene00004129	1694
WBGene00004129	1166
WBGene00004130	13388
WBGene00004130	12630
WBGene00004130	12990
WBGene00004130	15309
WBGene00004130	14547
WBGene00004130	14892
WBGene00004130	14769
WBGene00004130	12975
WBGene00004130	12852
WBGene00004130	10194
WBGene00004130	9783
WBGene00004131	2041
WBGene00004131	2205
WBGene00004131	1995
WBGene00004131	1908
WBGene00004131	1722
WBGene00004132	3317
WBGene00004133	1843
WBGene00004134	3654
WBGene00004135	1056
WBGene00004136	1637
WBGene00004136	1494
WBGene00004138	1243
WBGene00004139	1277
WBGene00004140	5538
WBGene00004141	1300
WBGene00004143	2313
WBGene00004144	536
WBGene00004145	4151
WBGene00004145	4422
WBGene00004145	3945
WBGene00004146	1547
WBGene00004147	3367
WBGene00004147	3895
WBGene00004147	2811
WBGene00004147	3232
WBGene00004147	2845
WBGene00004147	3001
WBGene00004148	4903
WBGene00004148	6449
WBGene00004148	6452
WBGene00004148	4899
WBGene00004148	4879
WBGene00004148	6373
WBGene00004148	4843
WBGene00004149	3090
WBGene00004150	2281
WBGene00004151	475
WBGene00004152	891
WBGene00004153	1079
WBGene00004154	1394
WBGene00004154	1890
WBGene00004154	1900
WBGene00004154	1862
WBGene00004154	1227
WBGene00004154	1683
WBGene00004155	2729
WBGene00004155	2806
WBGene00004156	1503
WBGene00004156	1417
WBGene00004157	1657
WBGene00004157	1610
WBGene00004157	1620
WBGene00004157	249
WBGene00004158	1008
WBGene00004159	1008
WBGene00004160	1008
WBGene00004161	4788
WBGene00004161	4516
WBGene00004161	4407
WBGene00004161	4869
WBGene00004161	4357
WBGene00004161	4260
WBGene00004161	3771
WBGene00004161	3681
WBGene00004161	3762
WBGene00004161	3672
WBGene00004161	3201
WBGene00004161	3111
WBGene00004161	3192
WBGene00004161	3102
WBGene00004161	1773
WBGene00004161	1683
WBGene00004161	1164
WBGene00004161	519
WBGene00004161	336
WBGene00004161	3788
WBGene00004161	2448
WBGene00004163	938
WBGene00004164	1452
WBGene00004164	1510
WBGene00004164	1292
WBGene00004165	1243
WBGene00004166	6937
WBGene00004166	7052
WBGene00004166	1248
WBGene00004167	5228
WBGene00004167	5125
WBGene00004167	5214
WBGene00004167	4987
WBGene00004167	5174
WBGene00004167	5197
WBGene00004168	707
WBGene00004169	1745
WBGene00004169	1930
WBGene00004170	1263
WBGene00004171	1260
WBGene00004172	1484
WBGene00004173	382
WBGene00004174	1405
WBGene00004175	673
WBGene00004176	578
WBGene00004177	535
WBGene00004178	2666
WBGene00004180	1328
WBGene00004180	417
WBGene00004181	1606
WBGene00004181	969
WBGene00004182	1836
WBGene00004182	636
WBGene00004182	1527
WBGene00004182	2087
WBGene00004183	1708
WBGene00004183	1783
WBGene00004184	1560
WBGene00004184	1480
WBGene00004184	1173
WBGene00004185	1712
WBGene00004186	2506
WBGene00004186	2641
WBGene00004186	2642
WBGene00004186	2718
WBGene00004187	7407
WBGene00004188	2095
WBGene00004189	1933
WBGene00004189	1797
WBGene00004190	1482
WBGene00004190	345
WBGene00004190	501
WBGene00004190	1561
WBGene00004191	3161
WBGene00004191	813
WBGene00004192	1026
WBGene00004193	1325
WBGene00004193	618
WBGene00004194	1549
WBGene00004194	1503
WBGene00004195	2254
WBGene00004196	645
WBGene00004197	1093
WBGene00004198	1080
WBGene00004199	1081
WBGene00004199	1022
WBGene00004201	1204
WBGene00004202	1973
WBGene00004203	3069
WBGene00004203	2058
WBGene00004203	3004
WBGene00004203	2067
WBGene00004203	4009
WBGene00004203	1569
WBGene00004203	1341
WBGene00004203	1350
WBGene00004204	4813
WBGene00004205	1346
WBGene00004205	1418
WBGene00004205	855
WBGene00004205	1251
WBGene00004206	1293
WBGene00004206	1637
WBGene00004206	1715
WBGene00004206	1694
WBGene00004206	1531
WBGene00004206	387
WBGene00004207	2396
WBGene00004207	1477
WBGene00004208	5052
WBGene00004208	5068
WBGene00004210	4362
WBGene00004210	4371
WBGene00004210	4104
WBGene00004211	2959
WBGene00004212	1477
WBGene00004212	1612
WBGene00004212	1604
WBGene00004212	2004
WBGene00004212	1465
WBGene00004212	2068
WBGene00004213	3536
WBGene00004213	2347
WBGene00004213	1773
WBGene00004214	2721
WBGene00004215	7008
WBGene00004215	4959
WBGene00004215	4114
WBGene00004215	6030
WBGene00004215	6457
WBGene00004215	6615
WBGene00004215	4764
WBGene00004215	3252
WBGene00004215	6675
WBGene00004215	6747
WBGene00004215	6213
WBGene00004215	6743
WBGene00004215	6199
WBGene00004215	5628
WBGene00004216	3005
WBGene00004217	2909
WBGene00004218	3009
WBGene00004218	3002
WBGene00004219	3121
WBGene00004220	3486
WBGene00004221	3075
WBGene00004222	2798
WBGene00004223	2594
WBGene00004224	2810
WBGene00004224	2946
WBGene00004225	2680
WBGene00004225	2813
WBGene00004225	2010
WBGene00004226	2927
WBGene00004227	3408
WBGene00004228	2954
WBGene00004229	2606
WBGene00004230	2573
WBGene00004230	2763
WBGene00004231	2833
WBGene00004232	2988
WBGene00004233	3040
WBGene00004233	2175
WBGene00004233	2157
WBGene00004234	2728
WBGene00004235	3390
WBGene00004236	2772
WBGene00004236	2043
WBGene00004237	3300
WBGene00004237	3424
WBGene00004238	2736
WBGene00004238	2965
WBGene00004239	1737
WBGene00004241	2069
WBGene00004242	1881
WBGene00004243	1843
